S.N.,Date,Traded Companies,Ticker,No. Of Transaction,High,Low,Close,Traded Shares,Amount,Open,Difference Rs.
230,8/28/2012,Nepal Life Insurance Co. Ltd.,NLIC,3,880,874,880,1115,980525,875,"5.00 
                                            
"
231,9/5/2012,Nepal Life Insurance Co. Ltd.,NLIC,11,914,897,914,536,482898,880,"34.00 
                                            
"
232,9/6/2012,Nepal Life Insurance Co. Ltd.,NLIC,17,1002,932,1002,4495,4486960,914,"88.00 
                                            
"
233,9/9/2012,Nepal Life Insurance Co. Ltd.,NLIC,21,1102,1022,1102,4094,4352973,1002,"100.00 
                                            
"
234,9/10/2012,Nepal Life Insurance Co. Ltd.,NLIC,27,1212,1124,1212,2980,3530102,1102,"110.00 
                                            
"
235,9/11/2012,Nepal Life Insurance Co. Ltd.,NLIC,63,1300,1155,1285,10220,12569255,1212,"73.00 
                                            
"
236,9/12/2012,Nepal Life Insurance Co. Ltd.,NLIC,22,1260,1200,1223,9373,11378920,1285,"-62.00 
                                             
"
237,9/13/2012,Nepal Life Insurance Co. Ltd.,NLIC,29,1255,1200,1239,2843,3455273,1223,"16.00 
                                            
"
238,9/16/2012,Nepal Life Insurance Co. Ltd.,NLIC,13,1269,1200,1269,1438,1732941,1239,"30.00 
                                            
"
239,9/17/2012,Nepal Life Insurance Co. Ltd.,NLIC,20,1244,1200,1200,2643,3180705,1269,"-69.00 
                                             
"
240,9/18/2012,Nepal Life Insurance Co. Ltd.,NLIC,15,1224,1177,1200,2316,2789344,1200,"0.00 
                                            
"
241,9/19/2012,Nepal Life Insurance Co. Ltd.,NLIC,11,1200,1188,1188,190,226185,1200,"-12.00 
                                             
"
242,9/20/2012,Nepal Life Insurance Co. Ltd.,NLIC,4,1200,1141,1141,261,300111,1188,"-47.00 
                                             
"
243,9/23/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1160,1118,1118,1675,1898485,1141,"-23.00 
                                             
"
244,9/24/2012,Nepal Life Insurance Co. Ltd.,NLIC,8,1185,1130,1162,1261,1444550,1118,"44.00 
                                            
"
245,9/25/2012,Nepal Life Insurance Co. Ltd.,NLIC,4,1185,1175,1185,280,330850,1162,"23.00 
                                            
"
246,9/26/2012,Nepal Life Insurance Co. Ltd.,NLIC,21,1195,1170,1170,4124,4856286,1185,"-15.00 
                                             
"
247,9/27/2012,Nepal Life Insurance Co. Ltd.,NLIC,14,1218,1174,1218,1010,1196601,1170,"48.00 
                                            
"
248,9/30/2012,Nepal Life Insurance Co. Ltd.,NLIC,12,1208,1200,1200,1867,2247395,1218,"-18.00 
                                             
"
249,10/1/2012,Nepal Life Insurance Co. Ltd.,NLIC,14,1314,1175,1314,3256,3869438,1200,"114.00 
                                            
"
250,10/2/2012,Nepal Life Insurance Co. Ltd.,NLIC,17,1288,1200,1208,2230,2697082,1314,"-106.00 
                                             
"
251,10/3/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1224,1218,1224,1476,1801325,1208,"16.00 
                                            
"
252,10/4/2012,Nepal Life Insurance Co. Ltd.,NLIC,15,1240,1200,1240,2865,3457655,1224,"16.00 
                                            
"
253,10/7/2012,Nepal Life Insurance Co. Ltd.,NLIC,6,1264,1240,1240,1875,2334550,1240,"0.00 
                                            
"
254,10/8/2012,Nepal Life Insurance Co. Ltd.,NLIC,3,1221,1216,1220,1030,1252615,1240,"-20.00 
                                             
"
255,10/9/2012,Nepal Life Insurance Co. Ltd.,NLIC,21,1249,1225,1249,1231,1524967,1220,"29.00 
                                            
"
256,10/10/2012,Nepal Life Insurance Co. Ltd.,NLIC,7,1260,1243,1243,293,367395,1249,"-6.00 
                                             
"
257,10/11/2012,Nepal Life Insurance Co. Ltd.,NLIC,13,1260,1236,1240,1095,1368960,1243,"-3.00 
                                             
"
258,10/14/2012,Nepal Life Insurance Co. Ltd.,NLIC,2,1285,1261,1285,25,31765,1240,"45.00 
                                            
"
259,10/15/2012,Nepal Life Insurance Co. Ltd.,NLIC,4,1260,1236,1236,90,111600,1285,"-49.00 
                                             
"
260,10/17/2012,Nepal Life Insurance Co. Ltd.,NLIC,9,1260,1250,1260,255,320334,1236,"24.00 
                                            
"
261,10/18/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1295,1237,1295,965,1224800,1260,"35.00 
                                            
"
262,10/30/2012,Nepal Life Insurance Co. Ltd.,NLIC,5,1345,1295,1320,201,265120,1295,"25.00 
                                            
"
263,10/31/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1350,1330,1345,860,1151650,1320,"25.00 
                                            
"
264,11/1/2012,Nepal Life Insurance Co. Ltd.,NLIC,3,1325,1321,1325,45,59565,1345,"-20.00 
                                             
"
265,11/4/2012,Nepal Life Insurance Co. Ltd.,NLIC,19,1350,1320,1324,1782,2394758,1325,"-1.00 
                                             
"
266,11/5/2012,Nepal Life Insurance Co. Ltd.,NLIC,9,1415,1320,1415,1261,1711120,1324,"91.00 
                                            
"
267,11/6/2012,Nepal Life Insurance Co. Ltd.,NLIC,7,1424,1372,1424,1138,1579255,1415,"9.00 
                                            
"
268,11/7/2012,Nepal Life Insurance Co. Ltd.,NLIC,1,1451,1451,1451,10,14510,1424,"27.00 
                                            
"
269,11/8/2012,Nepal Life Insurance Co. Ltd.,NLIC,17,1529,1422,1450,974,1440103,1451,"-1.00 
                                             
"
270,11/11/2012,Nepal Life Insurance Co. Ltd.,NLIC,6,1421,1379,1379,280,388317,1450,"-71.00 
                                             
"
271,11/12/2012,Nepal Life Insurance Co. Ltd.,NLIC,11,1412,1345,1412,1724,2375106,1379,"33.00 
                                            
"
272,11/18/2012,Nepal Life Insurance Co. Ltd.,NLIC,1,1438,1438,1438,15,21570,1412,"26.00 
                                            
"
273,11/20/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1488,1410,1450,450,653310,1438,"12.00 
                                            
"
274,11/21/2012,Nepal Life Insurance Co. Ltd.,NLIC,3,1530,1479,1530,125,185820,1450,"80.00 
                                            
"
275,11/22/2012,Nepal Life Insurance Co. Ltd.,NLIC,1,1519,1519,1519,15,22785,1530,"-11.00 
                                             
"
276,11/26/2012,Nepal Life Insurance Co. Ltd.,NLIC,11,1489,1368,1415,1337,1858275,1519,"-104.00 
                                             
"
277,11/27/2012,Nepal Life Insurance Co. Ltd.,NLIC,6,1387,1350,1350,1385,1892200,1415,"-65.00 
                                             
"
278,11/28/2012,Nepal Life Insurance Co. Ltd.,NLIC,6,1389,1360,1360,128,174927,1350,"10.00 
                                            
"
279,11/29/2012,Nepal Life Insurance Co. Ltd.,NLIC,8,1375,1360,1370,1005,1374900,1360,"10.00 
                                            
"
280,12/2/2012,Nepal Life Insurance Co. Ltd.,NLIC,15,1407,1380,1407,1954,2718765,1370,"37.00 
                                            
"
281,12/3/2012,Nepal Life Insurance Co. Ltd.,NLIC,11,1403,1400,1403,321,449445,1407,"-4.00 
                                             
"
282,12/4/2012,Nepal Life Insurance Co. Ltd.,NLIC,19,1472,1403,1435,1562,2221030,1403,"32.00 
                                            
"
283,12/5/2012,Nepal Life Insurance Co. Ltd.,NLIC,6,1463,1420,1436,1198,1704697,1435,"1.00 
                                            
"
284,12/6/2012,Nepal Life Insurance Co. Ltd.,NLIC,21,1475,1375,1475,5054,7093776,1436,"39.00 
                                            
"
285,12/9/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1446,1410,1411,1711,2418732,1475,"-64.00 
                                             
"
286,12/10/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1450,1420,1450,387,556925,1411,"39.00 
                                            
"
287,12/11/2012,Nepal Life Insurance Co. Ltd.,NLIC,6,1454,1442,1454,890,1290480,1450,"4.00 
                                            
"
288,12/12/2012,Nepal Life Insurance Co. Ltd.,NLIC,18,1456,1435,1455,1866,2708177,1454,"1.00 
                                            
"
289,12/16/2012,Nepal Life Insurance Co. Ltd.,NLIC,3,1455,1430,1455,300,436200,1455,"0.00 
                                            
"
290,12/17/2012,Nepal Life Insurance Co. Ltd.,NLIC,7,1484,1460,1460,700,1031340,1455,"5.00 
                                            
"
291,12/18/2012,Nepal Life Insurance Co. Ltd.,NLIC,12,1518,1460,1518,290,431092,1460,"58.00 
                                            
"
292,12/19/2012,Nepal Life Insurance Co. Ltd.,NLIC,15,1550,1459,1500,3145,4750310,1518,"-18.00 
                                             
"
293,12/20/2012,Nepal Life Insurance Co. Ltd.,NLIC,4,1530,1500,1500,727,1102710,1500,"0.00 
                                            
"
294,12/23/2012,Nepal Life Insurance Co. Ltd.,NLIC,5,1470,1470,1470,1700,2499000,1500,"-30.00 
                                             
"
295,12/24/2012,Nepal Life Insurance Co. Ltd.,NLIC,4,1494,1470,1475,2701,3977330,1470,"5.00 
                                            
"
296,12/26/2012,Nepal Life Insurance Co. Ltd.,NLIC,6,1490,1446,1490,925,1350215,1475,"15.00 
                                            
"
297,12/27/2012,Nepal Life Insurance Co. Ltd.,NLIC,10,1555,1450,1555,903,1328402,1490,"65.00 
                                            
"
298,12/31/2012,Nepal Life Insurance Co. Ltd.,NLIC,3,1530,1515,1530,223,339405,1555,"-25.00 
                                             
"
299,1/1/2013,Nepal Life Insurance Co. Ltd.,NLIC,2,1500,1475,1475,175,260625,1530,"-55.00 
                                             
"
300,1/2/2013,Nepal Life Insurance Co. Ltd.,NLIC,10,1500,1470,1475,247,364800,1475,"0.00 
                                            
"
301,1/6/2013,,NLIC,1,1448,1448,1448,45,65160,1475,
302,1/7/2013,Nepal Life Insurance Co. Ltd.,NLIC,2,1435,1430,1430,130,186400,1448,"-18.00 
                                             
"
303,1/8/2013,Nepal Life Insurance Co. Ltd.,NLIC,5,1500,1458,1500,417,623327,1430,"70.00 
                                            
"
304,1/9/2013,Nepal Life Insurance Co. Ltd.,NLIC,7,1485,1456,1480,736,1076429,1500,"-20.00 
                                             
"
305,1/10/2013,Nepal Life Insurance Co. Ltd.,NLIC,7,1501,1468,1499,688,1017972,1480,"19.00 
                                            
"
306,1/13/2013,Nepal Life Insurance Co. Ltd.,NLIC,7,1540,1500,1520,1076,1633130,1499,"21.00 
                                            
"
307,1/15/2013,Nepal Life Insurance Co. Ltd.,NLIC,9,1632,1550,1632,188,302330,1520,"112.00 
                                            
"
308,1/16/2013,Nepal Life Insurance Co. Ltd.,NLIC,2,1632,1600,1600,20,32320,1632,"-32.00 
                                             
"
309,1/17/2013,Nepal Life Insurance Co. Ltd.,NLIC,10,1576,1530,1530,565,880355,1600,"-70.00 
                                             
"
310,1/20/2013,Nepal Life Insurance Co. Ltd.,NLIC,10,1550,1520,1545,447,688845,1530,"15.00 
                                            
"
311,1/21/2013,Nepal Life Insurance Co. Ltd.,NLIC,8,1581,1550,1580,599,944850,1545,"35.00 
                                            
"
312,1/22/2013,Nepal Life Insurance Co. Ltd.,NLIC,3,1581,1580,1581,55,86940,1580,"1.00 
                                            
"
313,1/23/2013,Nepal Life Insurance Co. Ltd.,NLIC,12,1600,1550,1550,630,993933,1581,"-31.00 
                                             
"
314,1/24/2013,Nepal Life Insurance Co. Ltd.,NLIC,4,1581,1530,1530,235,365110,1550,"-20.00 
                                             
"
315,1/27/2013,Nepal Life Insurance Co. Ltd.,NLIC,15,1600,1510,1580,659,1037445,1530,"50.00 
                                            
"
316,1/28/2013,Nepal Life Insurance Co. Ltd.,NLIC,16,1616,1551,1616,1180,1877455,1580,"36.00 
                                            
"
317,1/30/2013,Nepal Life Insurance Co. Ltd.,NLIC,8,1648,1616,1621,659,1069460,1616,"5.00 
                                            
"
318,1/31/2013,Nepal Life Insurance Co. Ltd.,NLIC,5,1621,1601,1621,335,539385,1621,"0.00 
                                            
"
319,2/3/2013,Nepal Life Insurance Co. Ltd.,NLIC,15,1650,1632,1650,2395,3928230,1621,"29.00 
                                            
"
320,2/4/2013,Nepal Life Insurance Co. Ltd.,NLIC,3,1665,1650,1665,187,309825,1650,"15.00 
                                            
"
321,2/5/2013,Nepal Life Insurance Co. Ltd.,NLIC,4,1650,1650,1650,280,462000,1665,"-15.00 
                                             
"
322,2/6/2013,Nepal Life Insurance Co. Ltd.,NLIC,6,1655,1635,1645,720,1187575,1650,"-5.00 
                                             
"
323,2/7/2013,Nepal Life Insurance Co. Ltd.,NLIC,8,1665,1650,1665,565,938400,1645,"20.00 
                                            
"
324,2/10/2013,Nepal Life Insurance Co. Ltd.,NLIC,6,1698,1665,1698,199,335117,1665,"33.00 
                                            
"
325,2/12/2013,Nepal Life Insurance Co. Ltd.,NLIC,10,1867,1731,1867,2547,4749967,1698,"169.00 
                                            
"
326,2/13/2013,Nepal Life Insurance Co. Ltd.,NLIC,46,1955,1867,1940,5685,10869255,1867,"73.00 
                                            
"
327,2/14/2013,Nepal Life Insurance Co. Ltd.,NLIC,28,2060,1978,2030,2224,4476324,1940,"90.00 
                                            
"
328,2/17/2013,Nepal Life Insurance Co. Ltd.,NLIC,6,2152,2070,2110,357,755545,2030,"80.00 
                                            
"
329,2/19/2013,Nepal Life Insurance Co. Ltd.,NLIC,16,2110,2068,2076,825,1730527,2110,"-34.00 
                                             
"
330,2/20/2013,Nepal Life Insurance Co. Ltd.,NLIC,21,2035,2000,2000,1730,3487308,2076,"-76.00 
                                             
"
331,2/21/2013,Nepal Life Insurance Co. Ltd.,NLIC,23,2045,1960,2045,2320,4689753,2000,"45.00 
                                            
"
